sequential write, 0.01, 0.000323833, 24.125089
sequential read, 0.01, 0.000067319, 116.051932
sequential write, 0.03, 0.001158354, 26.977936
sequential read, 0.03, 0.000173468, 180.148500
sequential write, 0.12, 0.005123748, 24.396204
sequential read, 0.12, 0.000761904, 164.062664
sequential write, 0.50, 0.920455102, 0.543210
sequential read, 0.50, 0.003700114, 135.130972
sequential write, 2.00, 0.981023002, 2.038688
sequential read, 2.00, 0.013589096, 147.176825
sequential write, 8.00, 3.022684995, 2.646654
sequential read, 8.00, 0.962752194, 8.309511
sequential write, 64.00, 25.979017792, 2.463527
sequential read, 64.00, 4.993241207, 12.817326
