sequential write, 0.01, 0.000090054, 86.753503
sequential read, 0.01, 0.000041889, 186.504810
sequential write, 0.03, 0.001066090, 29.312722
sequential read, 0.03, 0.000188794, 165.524328
sequential write, 0.12, 0.004084087, 30.606596
sequential read, 0.12, 0.000676920, 184.659930
sequential write, 0.50, 0.916286999, 0.545681
sequential read, 0.50, 0.003389975, 147.493713
sequential write, 2.00, 0.065323916, 30.616658
sequential read, 2.00, 0.915448717, 2.184721
sequential write, 8.00, 2.058565809, 3.886201
sequential read, 8.00, 0.962685313, 8.310088
sequential write, 32.00, 10.033572890, 3.189293
sequential read, 32.00, 2.050096779, 15.609019
sequential write, 0.25, 0.007188609, 34.777243
sequential read, 0.25, 0.003167772, 78.919821
sequential write, 4.00, 0.999061451, 4.003758
sequential read, 4.00, 0.922239129, 4.337270
sequential write, 0.50, 0.013992976, 35.732213
sequential read, 0.50, 0.008199080, 60.982452
sequential write, 8.00, 2.969229979, 2.694301
sequential read, 8.00, 0.948629734, 8.433217
sequential write, 1.00, 0.027115884, 36.878753
sequential read, 1.00, 0.018096382, 55.259665
sequential write, 16.00, 5.937438888, 2.694765
sequential read, 16.00, 0.988811527, 16.181041
sequential write, 2.00, 0.053645652, 37.281679
sequential read, 2.00, 0.938151093, 2.131853
sequential write, 32.00, 11.006442142, 2.907388
sequential read, 32.00, 1.978629378, 16.172812
