sequential write, 0.01, 0.000090416, 86.406167
sequential read, 0.01, 0.000044523, 175.471105
sequential write, 0.03, 0.001102063, 28.355911
sequential read, 0.03, 0.000172120, 181.559377
sequential write, 0.12, 0.004101414, 30.477294
sequential read, 0.12, 0.000674073, 185.439856
sequential write, 0.50, 0.016250898, 30.767531
sequential read, 0.50, 0.003331975, 150.061150
sequential write, 2.00, 0.965329568, 2.071831
sequential read, 2.00, 0.015609644, 128.125920
sequential write, 8.00, 2.957795080, 2.704717
sequential read, 8.00, 0.062235834, 128.543308
sequential write, 32.00, 10.932150843, 2.927146
sequential read, 32.00, 2.049765142, 15.611545
sequential write, 0.25, 0.007546293, 33.128849
sequential read, 0.25, 0.903111371, 0.276821
sequential write, 4.00, 1.009835573, 3.961041
sequential read, 4.00, 0.022121241, 180.821682
sequential write, 0.50, 0.015394498, 32.479136
sequential read, 0.50, 0.008258464, 60.543946
sequential write, 8.00, 2.972872244, 2.691000
sequential read, 8.00, 0.949107307, 8.428973
sequential write, 1.00, 0.028424761, 35.180595
sequential read, 1.00, 0.017962327, 55.672074
sequential write, 16.00, 5.054651924, 3.165401
sequential read, 16.00, 0.987637331, 16.200279
sequential write, 2.00, 0.950670824, 2.103778
sequential read, 2.00, 0.037752557, 52.976544
sequential write, 32.00, 10.978313277, 2.914838
sequential read, 32.00, 1.980248281, 16.159590
