sequential write, 0.01, 0.000107475, 72.691324
sequential read, 0.01, 0.000197826, 39.491776
sequential write, 0.03, 0.000181139, 172.519446
sequential read, 0.03, 0.000405845, 76.999840
sequential write, 0.12, 0.012985750, 9.625936
sequential read, 0.12, 0.901421532, 0.138670
sequential write, 0.50, 0.067157839, 7.445147
sequential read, 0.50, 0.005757746, 86.839538
sequential write, 2.00, 4.051136530, 0.493689
sequential read, 2.00, 0.022293426, 89.712546
sequential write, 8.00, 16.976105137, 0.471251
sequential read, 8.00, 0.988899552, 8.089800
sequential write, 32.00, 72.942459536, 0.438702
sequential read, 32.00, 3.058615846, 10.462249
sequential write, 0.25, 0.021823874, 11.455345
sequential read, 0.25, 0.002824228, 88.519765
sequential write, 4.00, 6.981447352, 0.572947
sequential read, 4.00, 0.038228504, 104.633966
sequential write, 0.50, 0.958152626, 0.521838
sequential read, 0.50, 0.008830861, 56.619621
sequential write, 8.00, 14.937664824, 0.535559
sequential read, 8.00, 0.977662837, 8.182780
sequential write, 1.00, 1.032921757, 0.968128
sequential read, 1.00, 0.019061742, 52.461102
sequential write, 16.00, 29.052818521, 0.550721
sequential read, 16.00, 1.949108668, 8.208880
sequential write, 2.00, 2.984004178, 0.670240
sequential read, 2.00, 0.038979202, 51.309414
sequential write, 32.00, 54.010730474, 0.592475
sequential read, 32.00, 3.000345307, 10.665439
