sequential write, 0.01, 0.000047062, 166.004420
sequential read, 0.01, 0.000112604, 69.380306
sequential write, 0.03, 0.002200573, 14.200847
sequential read, 0.03, 0.000381220, 81.973663
sequential write, 0.12, 0.000680545, 183.676318
sequential read, 0.12, 0.001171296, 106.719395
sequential write, 0.50, 0.972597360, 0.514087
sequential read, 0.50, 0.004659674, 107.303644
sequential write, 2.00, 3.048901847, 0.655974
sequential read, 2.00, 0.922341243, 2.168395
sequential write, 8.00, 16.981315213, 0.471106
sequential read, 8.00, 0.988838324, 8.090301
sequential write, 32.00, 72.986039776, 0.438440
sequential read, 32.00, 3.055720682, 10.472161
sequential write, 0.25, 0.920365171, 0.271631
sequential read, 0.25, 0.002666635, 93.751113
sequential write, 4.00, 7.024196542, 0.569460
sequential read, 4.00, 0.037371998, 107.032008
sequential write, 0.50, 0.061536748, 8.125226
sequential read, 0.50, 0.008175228, 61.160374
sequential write, 8.00, 14.095481181, 0.567558
sequential read, 8.00, 0.077722047, 102.930897
sequential write, 1.00, 1.942497472, 0.514801
sequential read, 1.00, 0.018798575, 53.195521
sequential write, 16.00, 29.004775031, 0.551633
sequential read, 16.00, 1.052199209, 15.206246
sequential write, 2.00, 2.990739408, 0.668731
sequential read, 2.00, 0.939078976, 2.129746
sequential write, 32.00, 55.040164179, 0.581394
sequential read, 32.00, 3.001279370, 10.662120
