sequential write, 0.01, 0.000165644, 47.164401
sequential read, 0.01, 0.000165646, 47.163831
sequential write, 0.03, 0.001842652, 16.959252
sequential read, 0.03, 0.000448863, 69.620352
sequential write, 0.12, 0.912428585, 0.136997
sequential read, 0.12, 0.001431384, 87.328068
sequential write, 0.50, 0.064974407, 7.695338
sequential read, 0.50, 0.008686360, 57.561510
sequential write, 2.00, 4.049868812, 0.493843
sequential read, 2.00, 0.922646779, 2.167677
sequential write, 8.00, 16.079484621, 0.497528
sequential read, 8.00, 0.088635080, 90.257717
sequential write, 32.00, 72.047226488, 0.444153
sequential read, 32.00, 3.955228317, 8.090557
sequential write, 0.25, 0.022365383, 11.177989
sequential read, 0.25, 0.003578339, 69.864817
sequential write, 4.00, 6.995473880, 0.571798
sequential read, 4.00, 0.937847445, 4.265086
sequential write, 0.50, 0.061317717, 8.154250
sequential read, 0.50, 0.908807954, 0.550171
sequential write, 8.00, 14.011125000, 0.570975
sequential read, 8.00, 0.977169240, 8.186913
sequential write, 1.00, 1.032627597, 0.968403
sequential read, 1.00, 0.018953646, 52.760297
sequential write, 16.00, 28.952605812, 0.552627
sequential read, 16.00, 1.949622343, 8.206718
sequential write, 2.00, 2.978074832, 0.671575
sequential read, 2.00, 0.039020146, 51.255574
sequential write, 32.00, 56.957972612, 0.561818
sequential read, 32.00, 3.001351948, 10.661862
