sequential write, 0.01, 0.000224380, 34.818166
sequential read, 0.01, 0.000069232, 112.845216
sequential write, 0.03, 0.001087481, 28.736134
sequential read, 0.03, 0.000209551, 149.128374
sequential write, 0.12, 0.004733308, 26.408592
sequential read, 0.12, 0.000708410, 176.451490
sequential write, 0.50, 0.015855800, 31.534202
sequential read, 0.50, 0.002844770, 175.761134
sequential write, 2.00, 0.964519204, 2.073572
sequential read, 2.00, 0.015203649, 131.547367
sequential write, 8.00, 2.051160579, 3.900231
sequential read, 8.00, 0.061926872, 129.184629
sequential write, 32.00, 10.023231116, 3.192583
sequential read, 32.00, 2.049286031, 15.615195
sequential write, 0.25, 0.007773204, 32.161770
sequential read, 0.25, 0.003263855, 76.596540
sequential write, 4.00, 1.940287736, 2.061550
sequential read, 4.00, 0.023136416, 172.887624
sequential write, 0.50, 0.014086996, 35.493728
sequential read, 0.50, 0.008317911, 60.111247
sequential write, 8.00, 2.982088595, 2.682684
sequential read, 8.00, 0.047868305, 167.125199
sequential write, 1.00, 0.028294077, 35.343086
sequential read, 1.00, 0.017986297, 55.597881
sequential write, 16.00, 5.044373963, 3.171850
sequential read, 16.00, 0.986520277, 16.218623
sequential write, 2.00, 0.957422454, 2.088942
sequential read, 2.00, 0.037666259, 53.097920
sequential write, 32.00, 11.906136285, 2.687690
sequential read, 32.00, 1.082063868, 29.573116
