sequential write, 0.01, 0.000084251, 92.728870
sequential read, 0.01, 0.000041809, 186.861681
sequential write, 0.03, 0.001065231, 29.336360
sequential read, 0.03, 0.000149575, 208.925288
sequential write, 0.12, 0.004074152, 30.681231
sequential read, 0.12, 0.000573951, 217.788627
sequential write, 0.50, 0.016331826, 30.615070
sequential read, 0.50, 0.003304254, 151.320086
sequential write, 2.00, 0.965382713, 2.071717
sequential read, 2.00, 0.015512800, 128.925790
sequential write, 8.00, 2.958587536, 2.703993
sequential read, 8.00, 0.962456292, 8.312066
sequential write, 32.00, 10.021272563, 3.193207
sequential read, 32.00, 2.950464641, 10.845749
sequential write, 0.25, 0.007678257, 32.559473
sequential read, 0.25, 0.003226230, 77.489826
sequential write, 4.00, 1.037699037, 3.854682
sequential read, 4.00, 0.922191756, 4.337493
sequential write, 0.50, 0.015482067, 32.295429
sequential read, 0.50, 0.008152074, 61.334085
sequential write, 8.00, 2.962126254, 2.700763
sequential read, 8.00, 0.048839585, 163.801556
sequential write, 1.00, 0.926069733, 1.079832
sequential read, 1.00, 0.017942772, 55.732749
sequential write, 16.00, 5.957819671, 2.685546
sequential read, 16.00, 0.986791192, 16.214170
sequential write, 2.00, 0.053704815, 37.240609
sequential read, 2.00, 0.937661309, 2.132966
sequential write, 32.00, 11.026668781, 2.902055
sequential read, 32.00, 1.975025794, 16.202320
