sequential write, 0.01, 0.000231032, 33.815662
sequential read, 0.01, 0.000073122, 106.841990
sequential write, 0.03, 0.001112125, 28.099359
sequential read, 0.03, 0.000188026, 166.200419
sequential write, 0.12, 0.004867305, 25.681563
sequential read, 0.12, 0.000843783, 148.142354
sequential write, 0.50, 0.015900764, 31.445030
sequential read, 0.50, 0.003225914, 154.994832
sequential write, 2.00, 0.964310656, 2.074020
sequential read, 2.00, 0.014719961, 135.869925
sequential write, 8.00, 2.050497389, 3.901492
sequential read, 8.00, 0.061856525, 129.331546
sequential write, 32.00, 10.021404544, 3.193165
sequential read, 32.00, 2.049255654, 15.615426
sequential write, 0.25, 0.009432371, 26.504471
sequential read, 0.25, 0.003218832, 77.667924
sequential write, 4.00, 1.009845335, 3.961003
sequential read, 4.00, 0.023174282, 172.605132
sequential write, 0.50, 0.013875364, 36.035091
sequential read, 0.50, 0.008564216, 58.382460
sequential write, 8.00, 2.981320781, 2.683374
sequential read, 8.00, 0.948014694, 8.438688
sequential write, 1.00, 0.027456344, 36.421455
sequential read, 1.00, 0.016519566, 60.534278
sequential write, 16.00, 5.956375100, 2.686198
sequential read, 16.00, 0.985073942, 16.242436
sequential write, 2.00, 0.955526208, 2.093088
sequential read, 2.00, 0.037788093, 52.926725
sequential write, 32.00, 11.014415763, 2.905283
sequential read, 32.00, 1.978469165, 16.174121
